song_id,valence_mean,valence_std,arousal_mean,arousal_std,valence,arousal,spec_path,Genre,genre_id
167,2.7,1.35,3.3,1.62,0.30000000000000004,0.36666666666666664,data/deam/DEAM_spectrograms/167.npy,classical,0
168,3.3,1.35,3.4,1.56,0.36666666666666664,0.37777777777777777,data/deam/DEAM_spectrograms/168.npy,classical,0
169,2.4,0.8,2.8,1.08,0.26666666666666666,0.3111111111111111,data/deam/DEAM_spectrograms/169.npy,classical,0
170,3.0,1.55,5.0,1.48,0.3333333333333333,0.5555555555555556,data/deam/DEAM_spectrograms/170.npy,classical,0
171,2.1,0.7,3.6,1.74,0.23333333333333334,0.4,data/deam/DEAM_spectrograms/171.npy,classical,0
172,3.8,2.23,5.0,2.24,0.4222222222222222,0.5555555555555556,data/deam/DEAM_spectrograms/172.npy,classical,0
173,4.6,1.69,2.2,1.17,0.5111111111111111,0.24444444444444446,data/deam/DEAM_spectrograms/173.npy,classical,0
174,4.0,1.61,3.8,1.4,0.4444444444444444,0.4222222222222222,data/deam/DEAM_spectrograms/174.npy,classical,0
175,3.7,1.35,4.3,1.55,0.41111111111111115,0.47777777777777775,data/deam/DEAM_spectrograms/175.npy,classical,0
176,2.4,1.62,3.9,1.58,0.26666666666666666,0.43333333333333335,data/deam/DEAM_spectrograms/176.npy,classical,0
177,4.8,1.4,5.6,1.74,0.5333333333333333,0.6222222222222222,data/deam/DEAM_spectrograms/177.npy,classical,0
178,2.8,2.09,3.7,2.1,0.3111111111111111,0.41111111111111115,data/deam/DEAM_spectrograms/178.npy,classical,0
179,5.2,2.04,6.0,1.95,0.5777777777777778,0.6666666666666666,data/deam/DEAM_spectrograms/179.npy,classical,0
180,4.8,1.89,5.9,1.37,0.5333333333333333,0.6555555555555556,data/deam/DEAM_spectrograms/180.npy,classical,0
181,3.7,2.1,2.5,0.92,0.41111111111111115,0.2777777777777778,data/deam/DEAM_spectrograms/181.npy,classical,0
182,2.2,0.87,3.7,2.05,0.24444444444444446,0.41111111111111115,data/deam/DEAM_spectrograms/182.npy,classical,0
184,3.6,1.85,3.4,1.11,0.4,0.37777777777777777,data/deam/DEAM_spectrograms/184.npy,classical,0
185,4.9,1.92,4.6,1.36,0.5444444444444445,0.5111111111111111,data/deam/DEAM_spectrograms/185.npy,classical,0
186,3.7,1.68,4.0,1.61,0.41111111111111115,0.4444444444444444,data/deam/DEAM_spectrograms/186.npy,classical,0
187,2.5,1.86,3.7,1.95,0.2777777777777778,0.41111111111111115,data/deam/DEAM_spectrograms/187.npy,classical,0
188,4.0,1.55,3.3,1.55,0.4444444444444444,0.36666666666666664,data/deam/DEAM_spectrograms/188.npy,classical,0
189,6.5,1.63,7.1,1.58,0.7222222222222222,0.7888888888888889,data/deam/DEAM_spectrograms/189.npy,classical,0
190,2.8,1.83,3.1,1.3,0.3111111111111111,0.34444444444444444,data/deam/DEAM_spectrograms/190.npy,classical,0
191,5.1,2.02,6.3,1.9,0.5666666666666667,0.7,data/deam/DEAM_spectrograms/191.npy,classical,0
192,5.8,0.6,6.1,0.54,0.6444444444444444,0.6777777777777777,data/deam/DEAM_spectrograms/192.npy,classical,0
193,4.1,1.81,3.0,1.34,0.4555555555555555,0.3333333333333333,data/deam/DEAM_spectrograms/193.npy,classical,0
194,2.7,1.79,4.7,1.27,0.30000000000000004,0.5222222222222223,data/deam/DEAM_spectrograms/194.npy,classical,0
195,4.2,1.94,2.7,0.78,0.4666666666666667,0.30000000000000004,data/deam/DEAM_spectrograms/195.npy,classical,0
196,4.3,1.68,4.5,1.63,0.47777777777777775,0.5,data/deam/DEAM_spectrograms/196.npy,classical,0
197,2.2,1.4,2.8,1.33,0.24444444444444446,0.3111111111111111,data/deam/DEAM_spectrograms/197.npy,classical,0
198,1.9,0.7,3.3,1.79,0.2111111111111111,0.36666666666666664,data/deam/DEAM_spectrograms/198.npy,classical,0
199,5.3,1.49,5.7,1.27,0.5888888888888889,0.6333333333333333,data/deam/DEAM_spectrograms/199.npy,classical,0
201,3.7,1.49,4.8,1.54,0.41111111111111115,0.5333333333333333,data/deam/DEAM_spectrograms/201.npy,classical,0
202,4.6,1.36,5.2,1.4,0.5111111111111111,0.5777777777777778,data/deam/DEAM_spectrograms/202.npy,classical,0
203,3.5,1.96,4.8,1.66,0.3888888888888889,0.5333333333333333,data/deam/DEAM_spectrograms/203.npy,classical,0
204,3.6,2.01,2.2,0.98,0.4,0.24444444444444446,data/deam/DEAM_spectrograms/204.npy,classical,0
205,3.0,1.41,4.5,2.01,0.3333333333333333,0.5,data/deam/DEAM_spectrograms/205.npy,classical,0
206,2.3,0.78,2.6,1.02,0.25555555555555554,0.2888888888888889,data/deam/DEAM_spectrograms/206.npy,classical,0
207,4.8,2.09,4.8,2.44,0.5333333333333333,0.5333333333333333,data/deam/DEAM_spectrograms/207.npy,classical,0
208,4.8,2.04,6.5,1.02,0.5333333333333333,0.7222222222222222,data/deam/DEAM_spectrograms/208.npy,classical,0
209,3.1,0.94,4.6,1.85,0.34444444444444444,0.5111111111111111,data/deam/DEAM_spectrograms/209.npy,classical,0
210,4.2,2.14,5.5,2.16,0.4666666666666667,0.6111111111111112,data/deam/DEAM_spectrograms/210.npy,classical,0
211,3.1,1.22,4.9,0.83,0.34444444444444444,0.5444444444444445,data/deam/DEAM_spectrograms/211.npy,classical,0
212,4.6,1.56,5.4,1.8,0.5111111111111111,0.6000000000000001,data/deam/DEAM_spectrograms/212.npy,classical,0
213,2.6,1.5,2.5,1.63,0.2888888888888889,0.2777777777777778,data/deam/DEAM_spectrograms/213.npy,classical,0
214,3.6,1.96,4.1,1.58,0.4,0.4555555555555555,data/deam/DEAM_spectrograms/214.npy,classical,0
215,3.2,2.09,2.6,1.2,0.35555555555555557,0.2888888888888889,data/deam/DEAM_spectrograms/215.npy,classical,0
216,4.5,1.57,5.3,1.1,0.5,0.5888888888888889,data/deam/DEAM_spectrograms/216.npy,classical,0
217,3.5,1.57,4.8,1.6,0.3888888888888889,0.5333333333333333,data/deam/DEAM_spectrograms/217.npy,classical,0
218,2.9,1.37,4.0,1.48,0.3222222222222222,0.4444444444444444,data/deam/DEAM_spectrograms/218.npy,classical,0
219,2.4,0.8,3.8,1.47,0.26666666666666666,0.4222222222222222,data/deam/DEAM_spectrograms/219.npy,classical,0
220,4.1,1.51,3.4,1.02,0.4555555555555555,0.37777777777777777,data/deam/DEAM_spectrograms/220.npy,classical,0
221,4.3,1.55,3.4,1.8,0.47777777777777775,0.37777777777777777,data/deam/DEAM_spectrograms/221.npy,classical,0
222,3.8,1.33,4.3,2.37,0.4222222222222222,0.47777777777777775,data/deam/DEAM_spectrograms/222.npy,classical,0
223,2.2,1.08,3.5,2.16,0.24444444444444446,0.3888888888888889,data/deam/DEAM_spectrograms/223.npy,classical,0
224,5.5,1.5,5.7,1.79,0.6111111111111112,0.6333333333333333,data/deam/DEAM_spectrograms/224.npy,classical,0
225,3.7,1.85,4.2,1.6,0.41111111111111115,0.4666666666666667,data/deam/DEAM_spectrograms/225.npy,classical,0
226,4.9,1.7,5.0,1.55,0.5444444444444445,0.5555555555555556,data/deam/DEAM_spectrograms/226.npy,classical,0
227,3.1,1.14,3.5,1.5,0.34444444444444444,0.3888888888888889,data/deam/DEAM_spectrograms/227.npy,classical,0
228,3.5,1.63,4.0,1.26,0.3888888888888889,0.4444444444444444,data/deam/DEAM_spectrograms/228.npy,classical,0
229,4.8,1.6,4.8,1.47,0.5333333333333333,0.5333333333333333,data/deam/DEAM_spectrograms/229.npy,classical,0
231,4.1,1.45,5.6,1.69,0.4555555555555555,0.6222222222222222,data/deam/DEAM_spectrograms/231.npy,classical,0
232,2.5,1.75,2.7,1.0,0.2777777777777778,0.30000000000000004,data/deam/DEAM_spectrograms/232.npy,classical,0
233,4.7,1.49,4.5,1.8,0.5222222222222223,0.5,data/deam/DEAM_spectrograms/233.npy,classical,0
234,3.5,2.38,3.9,1.45,0.3888888888888889,0.43333333333333335,data/deam/DEAM_spectrograms/234.npy,classical,0
235,3.0,1.1,3.7,1.35,0.3333333333333333,0.41111111111111115,data/deam/DEAM_spectrograms/235.npy,classical,0
236,2.5,1.5,2.4,1.2,0.2777777777777778,0.26666666666666666,data/deam/DEAM_spectrograms/236.npy,classical,0
237,4.2,2.09,3.9,1.3,0.4666666666666667,0.43333333333333335,data/deam/DEAM_spectrograms/237.npy,classical,0
238,3.0,1.95,4.6,1.8,0.3333333333333333,0.5111111111111111,data/deam/DEAM_spectrograms/238.npy,classical,0
239,2.3,1.9,3.3,1.55,0.25555555555555554,0.36666666666666664,data/deam/DEAM_spectrograms/239.npy,classical,0
240,6.4,1.36,6.6,1.02,0.7111111111111111,0.7333333333333333,data/deam/DEAM_spectrograms/240.npy,classical,0
241,4.1,2.12,4.6,1.36,0.4555555555555555,0.5111111111111111,data/deam/DEAM_spectrograms/241.npy,classical,0
242,3.5,1.75,4.7,1.55,0.3888888888888889,0.5222222222222223,data/deam/DEAM_spectrograms/242.npy,classical,0
243,7.2,1.4,4.1,2.17,0.8,0.4555555555555555,data/deam/DEAM_spectrograms/243.npy,classical,0
244,4.3,1.35,4.2,1.66,0.47777777777777775,0.4666666666666667,data/deam/DEAM_spectrograms/244.npy,classical,0
245,4.2,1.99,6.1,1.58,0.4666666666666667,0.6777777777777777,data/deam/DEAM_spectrograms/245.npy,classical,0
246,4.9,2.66,3.2,2.04,0.5444444444444445,0.35555555555555557,data/deam/DEAM_spectrograms/246.npy,classical,0
247,3.9,1.22,4.5,1.28,0.43333333333333335,0.5,data/deam/DEAM_spectrograms/247.npy,classical,0
248,3.4,1.56,3.7,1.0,0.37777777777777777,0.41111111111111115,data/deam/DEAM_spectrograms/248.npy,classical,0
250,3.4,2.06,3.6,1.36,0.37777777777777777,0.4,data/deam/DEAM_spectrograms/250.npy,classical,0
253,6.6,1.56,2.5,0.81,0.7333333333333333,0.2777777777777778,data/deam/DEAM_spectrograms/253.npy,country,1
254,5.3,2.28,7.4,1.11,0.5888888888888889,0.8222222222222223,data/deam/DEAM_spectrograms/254.npy,country,1
257,7.6,1.5,6.9,1.7,0.8444444444444444,0.7666666666666667,data/deam/DEAM_spectrograms/257.npy,country,1
258,4.3,1.35,4.3,1.35,0.47777777777777775,0.47777777777777775,data/deam/DEAM_spectrograms/258.npy,country,1
260,5.3,1.42,3.6,1.62,0.5888888888888889,0.4,data/deam/DEAM_spectrograms/260.npy,country,1
262,5.6,1.5,6.9,0.94,0.6222222222222222,0.7666666666666667,data/deam/DEAM_spectrograms/262.npy,country,1
264,5.3,1.27,5.5,1.5,0.5888888888888889,0.6111111111111112,data/deam/DEAM_spectrograms/264.npy,country,1
265,4.5,1.69,6.4,0.66,0.5,0.7111111111111111,data/deam/DEAM_spectrograms/265.npy,country,1
266,3.6,1.5,4.8,1.94,0.4,0.5333333333333333,data/deam/DEAM_spectrograms/266.npy,country,1
269,4.3,1.73,4.8,1.94,0.47777777777777775,0.5333333333333333,data/deam/DEAM_spectrograms/269.npy,country,1
270,6.1,1.64,7.1,1.64,0.6777777777777777,0.7888888888888889,data/deam/DEAM_spectrograms/270.npy,country,1
272,5.9,1.81,6.4,1.85,0.6555555555555556,0.7111111111111111,data/deam/DEAM_spectrograms/272.npy,country,1
273,5.4,1.74,7.2,0.87,0.6000000000000001,0.8,data/deam/DEAM_spectrograms/273.npy,country,1
274,7.7,0.9,6.0,2.0,0.8555555555555556,0.6666666666666666,data/deam/DEAM_spectrograms/274.npy,country,1
275,5.3,1.42,5.5,1.02,0.5888888888888889,0.6111111111111112,data/deam/DEAM_spectrograms/275.npy,country,1
276,6.1,1.51,5.3,1.68,0.6777777777777777,0.5888888888888889,data/deam/DEAM_spectrograms/276.npy,country,1
278,5.5,2.06,5.1,1.64,0.6111111111111112,0.5666666666666667,data/deam/DEAM_spectrograms/278.npy,country,1
279,3.6,1.2,4.7,1.42,0.4,0.5222222222222223,data/deam/DEAM_spectrograms/279.npy,country,1
280,4.2,1.66,3.3,1.1,0.4666666666666667,0.36666666666666664,data/deam/DEAM_spectrograms/280.npy,country,1
281,5.4,2.29,7.0,1.18,0.6000000000000001,0.7777777777777778,data/deam/DEAM_spectrograms/281.npy,country,1
282,3.2,1.66,4.2,0.75,0.35555555555555557,0.4666666666666667,data/deam/DEAM_spectrograms/282.npy,country,1
284,4.4,1.5,5.2,1.17,0.48888888888888893,0.5777777777777778,data/deam/DEAM_spectrograms/284.npy,country,1
285,3.5,1.02,5.1,1.37,0.3888888888888889,0.5666666666666667,data/deam/DEAM_spectrograms/285.npy,country,1
286,5.7,1.95,6.9,1.87,0.6333333333333333,0.7666666666666667,data/deam/DEAM_spectrograms/286.npy,country,1
288,3.5,1.86,5.2,1.78,0.3888888888888889,0.5777777777777778,data/deam/DEAM_spectrograms/288.npy,country,1
289,5.7,1.9,6.7,1.0,0.6333333333333333,0.7444444444444445,data/deam/DEAM_spectrograms/289.npy,country,1
290,2.1,0.83,3.9,1.58,0.23333333333333334,0.43333333333333335,data/deam/DEAM_spectrograms/290.npy,country,1
292,7.3,1.0,7.4,0.92,0.8111111111111111,0.8222222222222223,data/deam/DEAM_spectrograms/292.npy,country,1
293,6.3,1.62,4.2,1.94,0.7,0.4666666666666667,data/deam/DEAM_spectrograms/293.npy,country,1
294,5.5,2.11,6.5,1.91,0.6111111111111112,0.7222222222222222,data/deam/DEAM_spectrograms/294.npy,country,1
296,5.9,0.94,5.7,1.27,0.6555555555555556,0.6333333333333333,data/deam/DEAM_spectrograms/296.npy,country,1
297,3.1,1.3,3.6,1.36,0.34444444444444444,0.4,data/deam/DEAM_spectrograms/297.npy,country,1
298,4.0,1.73,5.4,1.69,0.4444444444444444,0.6000000000000001,data/deam/DEAM_spectrograms/298.npy,country,1
299,2.8,1.89,4.3,1.27,0.3111111111111111,0.47777777777777775,data/deam/DEAM_spectrograms/299.npy,country,1
300,6.8,1.08,4.5,1.86,0.7555555555555555,0.5,data/deam/DEAM_spectrograms/300.npy,country,1
301,3.2,1.47,3.7,1.73,0.35555555555555557,0.41111111111111115,data/deam/DEAM_spectrograms/301.npy,country,1
302,6.6,2.2,7.0,1.48,0.7333333333333333,0.7777777777777778,data/deam/DEAM_spectrograms/302.npy,country,1
303,7.0,1.1,6.4,1.74,0.7777777777777778,0.7111111111111111,data/deam/DEAM_spectrograms/303.npy,country,1
304,3.8,1.78,4.6,1.69,0.4222222222222222,0.5111111111111111,data/deam/DEAM_spectrograms/304.npy,country,1
305,6.4,1.11,6.8,0.98,0.7111111111111111,0.7555555555555555,data/deam/DEAM_spectrograms/305.npy,country,1
306,5.7,2.19,6.7,1.73,0.6333333333333333,0.7444444444444445,data/deam/DEAM_spectrograms/306.npy,country,1
307,6.1,1.04,6.8,1.4,0.6777777777777777,0.7555555555555555,data/deam/DEAM_spectrograms/307.npy,country,1
308,4.3,1.68,6.6,0.92,0.47777777777777775,0.7333333333333333,data/deam/DEAM_spectrograms/308.npy,country,1
309,5.3,1.68,5.8,1.78,0.5888888888888889,0.6444444444444444,data/deam/DEAM_spectrograms/309.npy,country,1
310,2.1,0.83,2.7,1.0,0.23333333333333334,0.30000000000000004,data/deam/DEAM_spectrograms/310.npy,country,1
311,5.8,1.6,6.9,0.94,0.6444444444444444,0.7666666666666667,data/deam/DEAM_spectrograms/311.npy,country,1
312,4.6,1.28,5.8,1.6,0.5111111111111111,0.6444444444444444,data/deam/DEAM_spectrograms/312.npy,country,1
313,3.6,1.36,5.3,1.27,0.4,0.5888888888888889,data/deam/DEAM_spectrograms/313.npy,country,1
314,5.8,1.17,5.9,1.22,0.6444444444444444,0.6555555555555556,data/deam/DEAM_spectrograms/314.npy,country,1
315,6.4,1.43,7.5,0.81,0.7111111111111111,0.8333333333333334,data/deam/DEAM_spectrograms/315.npy,country,1
316,2.8,1.33,3.5,1.96,0.3111111111111111,0.3888888888888889,data/deam/DEAM_spectrograms/316.npy,country,1
317,6.1,1.7,4.3,1.35,0.6777777777777777,0.47777777777777775,data/deam/DEAM_spectrograms/317.npy,country,1
318,5.9,1.7,5.9,1.45,0.6555555555555556,0.6555555555555556,data/deam/DEAM_spectrograms/318.npy,country,1
319,4.5,1.96,6.6,0.8,0.5,0.7333333333333333,data/deam/DEAM_spectrograms/319.npy,country,1
320,7.4,1.28,6.6,1.43,0.8222222222222223,0.7333333333333333,data/deam/DEAM_spectrograms/320.npy,country,1
321,7.3,0.78,6.0,1.73,0.8111111111111111,0.6666666666666666,data/deam/DEAM_spectrograms/321.npy,country,1
322,6.1,1.22,7.6,1.02,0.6777777777777777,0.8444444444444444,data/deam/DEAM_spectrograms/322.npy,country,1
323,4.82,1.4,5.73,1.48,0.5355555555555556,0.6366666666666667,data/deam/DEAM_spectrograms/323.npy,country,1
324,3.3,1.68,4.7,1.42,0.36666666666666664,0.5222222222222223,data/deam/DEAM_spectrograms/324.npy,country,1
325,5.5,1.75,5.4,2.06,0.6111111111111112,0.6000000000000001,data/deam/DEAM_spectrograms/325.npy,country,1
326,5.4,1.56,7.2,1.25,0.6000000000000001,0.8,data/deam/DEAM_spectrograms/326.npy,country,1
327,6.0,1.34,7.1,1.3,0.6666666666666666,0.7888888888888889,data/deam/DEAM_spectrograms/327.npy,country,1
328,5.2,1.6,4.2,2.09,0.5777777777777778,0.4666666666666667,data/deam/DEAM_spectrograms/328.npy,country,1
329,3.3,2.28,4.2,2.23,0.36666666666666664,0.4666666666666667,data/deam/DEAM_spectrograms/329.npy,country,1
330,5.9,2.3,3.1,1.87,0.6555555555555556,0.34444444444444444,data/deam/DEAM_spectrograms/330.npy,country,1
332,5.5,1.12,6.9,0.83,0.6111111111111112,0.7666666666666667,data/deam/DEAM_spectrograms/332.npy,country,1
333,6.7,1.55,6.1,1.7,0.7444444444444445,0.6777777777777777,data/deam/DEAM_spectrograms/333.npy,country,1
334,5.9,1.64,5.9,1.92,0.6555555555555556,0.6555555555555556,data/deam/DEAM_spectrograms/334.npy,country,1
335,6.8,1.47,6.8,1.33,0.7555555555555555,0.7555555555555555,data/deam/DEAM_spectrograms/335.npy,country,1
336,6.1,1.51,6.6,1.5,0.6777777777777777,0.7333333333333333,data/deam/DEAM_spectrograms/336.npy,country,1
338,3.0,0.77,3.8,1.47,0.3333333333333333,0.4222222222222222,data/deam/DEAM_spectrograms/338.npy,country,1
339,5.9,1.58,6.9,1.14,0.6555555555555556,0.7666666666666667,data/deam/DEAM_spectrograms/339.npy,country,1
340,3.8,2.36,4.6,1.91,0.4222222222222222,0.5111111111111111,data/deam/DEAM_spectrograms/340.npy,country,1
341,3.8,1.78,4.4,1.69,0.4222222222222222,0.48888888888888893,data/deam/DEAM_spectrograms/341.npy,country,1
342,4.0,2.05,5.1,2.12,0.4444444444444444,0.5666666666666667,data/deam/DEAM_spectrograms/342.npy,country,1
343,7.0,1.73,8.1,0.83,0.7777777777777778,0.8999999999999999,data/deam/DEAM_spectrograms/343.npy,country,1
344,4.6,1.74,5.2,1.6,0.5111111111111111,0.5777777777777778,data/deam/DEAM_spectrograms/344.npy,country,1
345,7.2,1.54,6.5,1.86,0.8,0.7222222222222222,data/deam/DEAM_spectrograms/345.npy,country,1
346,6.7,1.0,7.3,1.55,0.7444444444444445,0.8111111111111111,data/deam/DEAM_spectrograms/346.npy,country,1
347,3.82,0.94,5.82,0.94,0.4244444444444444,0.6466666666666667,data/deam/DEAM_spectrograms/347.npy,country,1
348,5.0,1.55,5.7,1.73,0.5555555555555556,0.6333333333333333,data/deam/DEAM_spectrograms/348.npy,country,1
349,4.6,1.69,5.8,1.89,0.5111111111111111,0.6444444444444444,data/deam/DEAM_spectrograms/349.npy,country,1
350,6.0,1.9,6.5,1.8,0.6666666666666666,0.7222222222222222,data/deam/DEAM_spectrograms/350.npy,country,1
352,5.5,1.36,4.5,1.43,0.6111111111111112,0.5,data/deam/DEAM_spectrograms/352.npy,country,1
353,4.0,1.95,4.8,2.04,0.4444444444444444,0.5333333333333333,data/deam/DEAM_spectrograms/353.npy,country,1
354,7.1,0.94,6.4,1.28,0.7888888888888889,0.7111111111111111,data/deam/DEAM_spectrograms/354.npy,country,1
355,5.1,1.81,6.5,1.2,0.5666666666666667,0.7222222222222222,data/deam/DEAM_spectrograms/355.npy,country,1
356,4.6,1.85,5.6,1.36,0.5111111111111111,0.6222222222222222,data/deam/DEAM_spectrograms/356.npy,country,1
357,4.8,1.4,6.5,1.2,0.5333333333333333,0.7222222222222222,data/deam/DEAM_spectrograms/357.npy,country,1
358,5.6,1.43,4.2,1.6,0.6222222222222222,0.4666666666666667,data/deam/DEAM_spectrograms/358.npy,country,1
359,2.5,1.12,3.7,1.62,0.2777777777777778,0.41111111111111115,data/deam/DEAM_spectrograms/359.npy,country,1
360,2.5,1.36,5.5,1.57,0.2777777777777778,0.6111111111111112,data/deam/DEAM_spectrograms/360.npy,country,1
361,2.55,1.3,3.36,1.61,0.2833333333333333,0.3733333333333333,data/deam/DEAM_spectrograms/361.npy,country,1
362,4.0,1.67,5.9,0.83,0.4444444444444444,0.6555555555555556,data/deam/DEAM_spectrograms/362.npy,country,1
364,5.5,1.43,6.5,1.12,0.6111111111111112,0.7222222222222222,data/deam/DEAM_spectrograms/364.npy,country,1
365,6.0,1.55,7.1,0.83,0.6666666666666666,0.7888888888888889,data/deam/DEAM_spectrograms/365.npy,country,1
366,6.9,0.94,6.1,1.3,0.7666666666666667,0.6777777777777777,data/deam/DEAM_spectrograms/366.npy,country,1
367,3.1,1.58,2.7,0.64,0.34444444444444444,0.30000000000000004,data/deam/DEAM_spectrograms/367.npy,country,1
368,4.8,1.83,6.1,1.58,0.5333333333333333,0.6777777777777777,data/deam/DEAM_spectrograms/368.npy,country,1
369,2.9,0.7,3.4,0.8,0.3222222222222222,0.37777777777777777,data/deam/DEAM_spectrograms/369.npy,country,1
370,3.8,1.89,3.4,1.8,0.4222222222222222,0.37777777777777777,data/deam/DEAM_spectrograms/370.npy,country,1
371,5.2,1.6,6.6,1.02,0.5777777777777778,0.7333333333333333,data/deam/DEAM_spectrograms/371.npy,country,1
372,3.6,1.2,4.8,1.72,0.4,0.5333333333333333,data/deam/DEAM_spectrograms/372.npy,country,1
374,7.0,1.0,4.9,1.14,0.7777777777777778,0.5444444444444445,data/deam/DEAM_spectrograms/374.npy,country,1
375,1.9,0.7,2.8,1.66,0.2111111111111111,0.3111111111111111,data/deam/DEAM_spectrograms/375.npy,country,1
628,4.9,2.07,6.8,1.66,0.5444444444444445,0.7555555555555555,data/deam/DEAM_spectrograms/628.npy,jazz,2
629,7.4,0.92,7.6,0.8,0.8222222222222223,0.8444444444444444,data/deam/DEAM_spectrograms/629.npy,jazz,2
631,7.6,1.5,3.1,2.34,0.8444444444444444,0.34444444444444444,data/deam/DEAM_spectrograms/631.npy,jazz,2
632,4.2,2.09,5.4,1.8,0.4666666666666667,0.6000000000000001,data/deam/DEAM_spectrograms/632.npy,jazz,2
634,4.7,2.33,5.8,1.54,0.5222222222222223,0.6444444444444444,data/deam/DEAM_spectrograms/634.npy,jazz,2
635,6.6,0.92,7.6,1.02,0.7333333333333333,0.8444444444444444,data/deam/DEAM_spectrograms/635.npy,jazz,2
637,2.2,0.87,3.6,1.96,0.24444444444444446,0.4,data/deam/DEAM_spectrograms/637.npy,jazz,2
